gene_id,a.value,m.value,p.value,q.value,rank,estimatedDEG
"KLF9",7.68773838472017,0.635248477409436,7.77095597027038e-07,0.000290504717724401,42,1
"ETS1",11.1757681095362,0.278180975433138,7.96317117548573e-07,0.000290504717724401,43,1
"MAP2K3",11.0999883899248,0.218658696194938,8.00488951645395e-07,0.000290504717724401,44,1
"FOSL2",10.7039854285022,0.306789149831703,9.09110159799242e-07,0.000322592689592762,45,1
"NFKB1",9.60609882572573,0.26994731385458,1.26125094077659e-06,0.000437818587441752,46,1
"PODXL",12.5952093170763,-0.22209860900351,1.63038421050736e-06,0.000553914363263436,47,1
"CREBRF",7.84080248866453,0.420036462905061,1.71913259149396e-06,0.000571898108770325,48,1
"NFKB2",9.3752339120648,0.23064807271032,2.06064271509744e-06,0.000671517201524,49,1
"FILIP1L",7.98387057550094,0.40877228148337,2.19510460942151e-06,0.000701028608064854,50,1
"KDM7A",8.56062125290006,0.324181772331505,2.56011752356449e-06,0.000801567776789761,51,1
"DUSP5",9.11873663242931,0.317173961616509,3.01452243754437e-06,0.000901284427722418,52,1
"CD274",6.81159697682,0.554657329020866,3.02721133589159e-06,0.000901284427722418,53,1
"HMGCS1",9.5398361747161,-0.22236834498861,3.04793080517351e-06,0.000901284427722418,54,1
"VMP1",10.1365808640897,0.178396478782933,3.56244096917789e-06,0.00103427377083332,55,1
"DUSP10",8.21406785308451,0.368699588617016,3.73818161484509e-06,0.00106591578617583,56,1
"CSRNP1",9.66555930841,0.299689275118434,4.45725465996509e-06,0.00124865688439162,57,1
"EREG",8.8976279250189,0.322439647389006,4.72062128907632e-06,0.00129963587489605,58,1
"LBH",9.18518720020343,0.350141529436119,5.08224035729587e-06,0.00137547820381865,59,1
"ICAM1",8.53204220365419,0.332131168772035,5.65056179002491e-06,0.00148236911000404,60,1
"SLC38A2",12.153309807588,0.272304905287976,5.74210609713404e-06,0.00148236911000404,61,1
"KLHL21",10.3430940013535,0.18976848173544,5.75569168463491e-06,0.00148236911000404,62,1
"GRAMD2B",9.41414082105971,0.274522241291226,6.30152004718666e-06,0.00159718527164249,63,1
"VGLL3",10.94636267707,0.336839092352106,6.78573108676682e-06,0.00169303990614832,64,1
"TBX3",10.3424524680609,-0.200999669017756,6.90403875921617e-06,0.00169605678318714,65,1
"KLF6",11.3071516179304,0.190087539695178,8.34867332916869e-06,0.00201987296545706,66,1
"SLC25A25",8.16734620808478,0.302643189445238,9.81181908962926e-06,0.00233843473467463,67,1
"EGR3",8.97668218088836,0.544937834369835,1.21423124149528e-05,0.00285130065649952,68,1
"MAP3K8",5.64306669034506,0.823946436648498,1.32491534682217e-05,0.0030661229359502,69,1
"RIN2",10.8277221789293,0.187737667389726,1.3827632379719e-05,0.00315428048341933,70,1
"TRIB1",8.70493916852756,0.318157716836225,1.41403437626497e-05,0.00318018322819705,71,1
"RELB",8.0715898175964,0.321968993529654,1.53135095266662e-05,0.00339619611280286,72,1
"TGIF1",8.39709704567217,0.369130995812032,1.7086641437147e-05,0.00373752726668992,73,1
"TIMP3",16.1504694672276,-0.0843477358500699,1.7370038375227e-05,0.00374817260507601,74,1
"CXCL3",4.21757715191731,1.46365836074171,1.78554818762363e-05,0.00380155112799654,75,1
"NFE2L2",10.3031959647722,0.170731892381836,1.82705400379809e-05,0.00383873662271683,76,1
"RICTOR",9.26081386742846,0.199568119160071,1.87140053785224e-05,0.00388084724524994,77,1
"GBP1",9.16057314688906,0.268851104232935,2.04665341903887e-05,0.00418986689682214,78,1
"ZC3H12C",9.08814143219934,0.232711517206479,2.12135547546905e-05,0.00425742296977721,79,1
"ZBTB21",9.47841195464255,0.208402713052672,2.13297743976814e-05,0.00425742296977721,80,1
"ZFP36",8.52517393270673,0.508962674029117,2.39022681423477e-05,0.00471199281107417,81,1
"MIRLET7BHG",8.12376089369909,-0.312233729766393,2.49448682909813e-05,0.0048575567911023,82,1
"HMGCR",9.95996539449478,-0.15633710007654,2.71696281504466e-05,0.00522704364224496,83,1
"PGF",9.47560268719043,-0.230091622326848,2.86443049795214e-05,0.00542991143290109,84,1
"ACKR4",9.25190413398182,0.204159874759476,2.89042129131133e-05,0.00542991143290109,85,1
"CYTOR",9.10822988783911,0.242533175412699,2.93920173169251e-05,0.00545734572693791,86,1
"IRF2",7.41618672853623,0.36797943588427,3.45405742800513e-05,0.00631169974187086,87,1
"PDE4B",6.25293480808804,0.574870662261446,3.4783916413116e-05,0.00631169974187086,88,1
"IL6",5.15827877362488,0.784266706388561,3.84836821207664e-05,0.00690457793375728,89,1
"RGS4",8.5714291872296,0.286427517965926,4.07317090305199e-05,0.00722671033110379,90,1
"PIM3",8.0999842555087,0.357694176402575,4.13494676755031e-05,0.0072556956026641,91,1
"ZFAND5",10.8655832049438,0.183675939587175,4.4691594073645e-05,0.00775690624095613,92,1
"TICAM1",8.55030508705029,0.243157424408956,4.71489420308751e-05,0.00809542264891413,93,1
"PNRC2",9.85271523559753,0.170325209280177,4.9737680155473e-05,0.00844905613534673,94,1
"VGLL4",9.46401088037936,0.209353494639556,5.13099890493949e-05,0.0086058503768144,95,1
"CSF3",5.46126477782415,0.726755053822079,5.17385794197259e-05,0.0086058503768144,96,1
"KLF7",10.5457228164584,0.195886538697751,5.44516551911794e-05,0.00896375288755414,97,1
"GCNT4",7.83129648028161,0.476829081956202,5.51489222067098e-05,0.00898589785506879,98,1
"STC1",11.2463245946107,0.162647837664441,5.82882377689813e-05,0.00940148061308175,99,1
"NFKBIZ",5.38572782625952,0.806878081937582,6.21595141334889e-05,0.00992563121683551,100,1
"RHOB",9.82099546810052,-0.304141243028088,6.36146007637249e-05,0.0100574053959917,101,1
"AHR",9.56070275792847,0.198558856050608,6.94196875995016e-05,0.0108675840351847,102,1
"PXDC1",9.91959104942727,0.229716227994574,7.16072312531029e-05,0.0111012064917432,103,1
"FAM43A",7.21216864014673,-0.347388216969979,8.13306446033574e-05,0.0124690278918735,104,1
"EGR2",7.43105952914491,0.395291020715451,8.19919794994184e-05,0.0124690278918735,105,1
"NOCT",7.47590214582245,0.401610354896073,8.40911274524789e-05,0.0126676143694451,106,1
"C16orf72",9.9752999585004,-0.168720553750772,9.82281964290682e-05,0.0146589517811155,107,1
"FNIP2",8.79962761614543,0.193051813475133,9.91875674271221e-05,0.0146650655247804,108,1
"TAF10",7.70152618892924,0.319344029496394,0.000103679333650559,0.0151885467865333,109,1
"NEDD9",7.79159264446191,0.358372061084922,0.000106307258816357,0.0152530723957291,110,1
"TRIB2",10.0727314095183,-0.150017743651384,0.000106417406534309,0.0152530723957291,111,1
"EPHA4",6.8230302521809,-0.425430145773417,0.000106985477725555,0.0152530723957291,112,1
"EGR1",8.48355232807189,0.359446455164614,0.000117310557447923,0.0165606701322958,113,1
"PER1",7.71620557102344,0.328504257675649,0.000118231237166942,0.0165606701322958,114,1
"NFYA",9.06815914178909,-0.203522318862415,0.000123419559688399,0.0171370741661248,115,1
"NDEL1",9.73192062230031,0.131817040808809,0.000126871632892434,0.0172869374772615,116,1
"MAT2A",11.9230962882846,-0.154641092136886,0.000127423446363363,0.0172869374772615,117,1
"KDM3A",8.34045035861086,0.228361292923854,0.000127995874264988,0.0172869374772615,118,1
"ZFC3H1",9.55552371184655,0.174505716180699,0.00012882925599913,0.0172869374772615,119,1
"SPRY2",10.4878710396353,0.221715529924932,0.000130990798891488,0.0173596320257044,120,1
"MEF2D",9.70706722571263,0.201198737080874,0.000132031302176034,0.0173596320257044,121,1
"JUNB",9.5172689854109,0.357877247607279,0.000132632459114224,0.0173596320257044,122,1
"TENT5A",8.6585444523471,0.292638734226776,0.000137545677307073,0.0178091686475929,123,1
"ZFP36L2",10.4875810952185,-0.198557939488623,0.000138297652323492,0.0178091686475929,124,1
"NIP7",9.23694306824436,-0.186844461240048,0.000143447614858917,0.0183245721125374,125,1
"TUBB3",11.6962499113356,-0.149798457597543,0.000164778363178991,0.0208823881209693,126,1
"FOXO3B",6.59753609676037,-0.452981746185728,0.000172909425920348,0.0217402969535128,127,1
"ZC3H7A",9.46712635558153,-0.171415447578262,0.000176611663873954,0.0220323050682758,128,1
"PDE4D",7.26172209304463,0.375499711770351,0.00017964060696814,0.0222364435043974,129,1
"CTTNBP2NL",9.3123681012757,0.18605071535022,0.000184889934771827,0.0227101729110503,130,1
"ZC3H12A",7.51866197984533,0.428144596678552,0.000201311138355926,0.0245384447119651,131,1
"VEGFA",11.7374107468255,-0.137037143411407,0.000205611948790778,0.0248728151385693,132,1
"CHMP1B",10.0198769748757,0.175900983962777,0.000218894215935528,0.026099226593141,133,1
"RUSC2",10.2139401215061,0.135170888824955,0.000219019060839235,0.026099226593141,134,1
"PNPLA8",8.81400736207648,0.170806170209019,0.000221626372993264,0.0262142957330107,135,1
"FGF5",10.9687076421328,0.173929123753169,0.000227240228286871,0.026680676215329,136,1
"ACKR3",8.59566978103233,0.223126523746371,0.000233245848893726,0.0271859103294526,137,1
"BTG1",9.69945865440273,0.183264094934543,0.000245483112794231,0.0284048865586832,138,1
"SOD2",11.9377147963176,0.210406457294102,0.000249112628136836,0.0286174852236618,139,1
"THBS1",16.9784740605794,0.111087428261662,0.000256121718643165,0.0292125114521004,140,1
"RASA2",9.75493949599228,0.148471545291571,0.000265593958291883,0.0297481092165968,141,1
"ADM",11.2058960109353,0.185579147849737,0.000266261746785513,0.0297481092165968,142,1
"IFFO2",8.59401224554954,-0.21581142336427,0.000266406539201737,0.0297481092165968,143,1
"FBXO32",11.4033130365466,0.143965098956373,0.000273224980079235,0.0302197061414944,144,1
"SRF",9.72993677080306,0.177670524915987,0.000274893568609323,0.0302197061414944,145,1
"MIDN",9.08402024576804,0.173391483270471,0.000280159088338735,0.0302197061414944,146,1
"UBC",12.9679335508641,0.182252899913234,0.000280642751058424,0.0302197061414944,147,1
"FEM1B",10.6173415129476,0.167763001290739,0.000280946356446518,0.0302197061414944,148,1
"ETV3",10.9524510437814,-0.157627295395155,0.000281984983409485,0.0302197061414944,149,1
"PNMA8A",7.11799058186775,-0.310942023063893,0.000290896933546553,0.0309669482324757,150,1
"SNAI2",10.8926139656256,-0.152269662089065,0.000298733241171325,0.0314792009091121,151,1
"PRDM1",8.12915998359267,0.328370007017897,0.000299651712060686,0.0314792009091121,152,1
"TOB2",9.90932502161606,0.135998371906535,0.000302796770708497,0.0316016917298907,153,1
"ELOB",9.93854676532609,0.173634508580525,0.000323185538728174,0.0335105628728018,154,1
"ARRDC3",9.41722416252907,-0.187481022743766,0.000332361258676182,0.0340935914877156,155,1
"ARID5A",7.06878810379392,0.400404454037397,0.000333078674353935,0.0340935914877156,156,1
"CLCF1",8.22757379930005,0.268076556352096,0.000348048840953814,0.0353990056837611,157,1
"PTX3",9.21837523954277,0.236954818778644,0.000357694454500936,0.0361497787941199,158,1
"LFNG",8.16105294373625,-0.250366385482643,0.000361447727555324,0.0362993541736064,159,1
"LIMA1",10.8279431415602,0.133224384595531,0.000387875700876597,0.0387099949474844,160,1
"DHCR24",9.15087654005902,-0.158734987032609,0.000401604001727207,0.0398311347800003,161,1
"DRAM1",9.79781816282873,0.119531365568246,0.000440641164558153,0.043433074788053,162,1
"ATOH8",7.70642335115859,-0.288554963578643,0.000460251068467723,0.0450876629527154,163,1
"TSC22D1",9.71500656183693,0.132549391563808,0.000479067143828941,0.0466447814186618,164,1
"SNORD87",3.87970504705553,-0.833545324321976,0.000492121096847961,0.0476253919664742,165,1
"FAM180A",10.5700799762162,0.144334264300896,0.000508184382978793,0.0488836640205143,166,1
"HLX",6.16487582290174,0.532298007213972,0.00052640711369651,0.0503333460569214,167,0
"PSME2",7.93716611477991,0.756705570732861,0.000546591813812271,0.0518503930159803,168,0
"CDKN1A",12.4047323367129,0.130549118563199,0.000548767310852998,0.0518503930159803,169,0
"NPC1",10.5333028946206,0.135872320042782,0.000567383365371291,0.0532939857544046,170,0
"LOC107986655",4.93448271355151,0.631389015831359,0.000571739431627409,0.0533890949954764,171,0
"BLID",3.07545481708392,1.13757900519866,0.0005806012085564,0.0539013959199337,172,0
"MAFG",9.96034249392533,0.133690374779661,0.000611160307871684,0.0564104496884107,173,0
"TOB1",8.41806600389086,0.229513362015515,0.00062571912716434,0.0570968954537986,174,0
"GGNBP2",4.82969970313119,-3.35123765896802,0.000627440998545182,0.0570968954537986,175,0
"BHLHE40",10.7170199751267,-0.150657952964661,0.000632012654158771,0.0570968954537986,176,0
"HIST1H2BE",3.07579015394496,-1.33014464680408,0.000632900206370387,0.0570968954537986,177,0
"CMKLR1",8.56701794561893,-0.242473922278529,0.000644630031296393,0.0576923218466136,178,0
"MAU2",8.53075093307967,0.21126941689359,0.000646726303265521,0.0576923218466136,179,0
"ID2",10.1238162461007,-0.150706177580668,0.000750874862944287,0.066610943397191,180,0
"BCL10",9.15824303544998,0.163838383815303,0.000755930459613126,0.0666889369011182,181,0
"STK38L",7.82788323518732,0.25140293568207,0.000775389341708105,0.0680297637823903,182,0
"IER3",2.56017206434793,1.40341701656875,0.000791002803334073,0.0689839240690182,183,0
"MIR7703",4.75886124763478,1.64411196417847,0.000796477449023081,0.0689839240690182,184,0
"MSL1",9.84536504120414,-0.121673780761027,0.000799225072192407,0.0689839240690182,185,0
"RUNX1",8.36971461712574,0.173316560101062,0.000817175318340428,0.0701540617379568,186,0
"SLC30A1",9.59235269952601,-0.222657710841863,0.000843086434369862,0.0719914662246949,187,0
"ATRIP",6.94827810939395,-0.297863263908122,0.000862806271335054,0.0730382011132359,188,0
"PMP22",9.92580281731102,0.121463957293475,0.000869841069138583,0.0730382011132359,189,0
"SNORA104",9.42522951066854,-0.193030231765741,0.000872549655281069,0.0730382011132359,190,0
"PDK4",5.24326673179183,0.623770242617857,0.000873640807404062,0.0730382011132359,191,0
"PPP1R15A",10.5273037996377,0.150398042960576,0.000878751531781364,0.0730828357264835,192,0
"STARD13",8.08742954751294,0.307090150697893,0.000892389953247718,0.0737528609876951,193,0
"TUBA1A",11.453399878059,0.270125271557486,0.000896045530536877,0.0737528609876951,194,0
"TNIP1",9.62878782349561,0.13025275352026,0.000921205527614002,0.0754349223843097,195,0
"BCOR",10.1910467237296,-0.134205023810431,0.000935546950971557,0.0756538945629849,196,0
"SECISBP2L",9.62979765994365,0.125305269878165,0.000936233101242822,0.0756538945629849,197,0
"FHL2",10.3130753474694,0.157026932127053,0.000938093131479897,0.0756538945629849,198,0
"CLPX",8.95222124455711,-0.155528374711654,0.000947508992822147,0.075679528942651,199,0
"INSIG1",10.6305041810762,-0.167032491663621,0.00094788989156627,0.075679528942651,200,0
"ZNF697",7.90993421235209,-0.228956697041934,0.000980564777735136,0.077898797865048,201,0
"HIVEP2",10.8943574645875,0.118161344589657,0.000993366204092278,0.078525106668047,202,0
"RARA",8.6549069605692,-0.192120672236017,0.000998837813553519,0.0785686808217861,203,0
"FNIP1",10.0274109539004,0.122746345805369,0.0010183547087848,0.0797112156366456,204,0
"HIVEP1",9.41574591499109,0.177785452039069,0.00103848145467582,0.0808901066744562,205,0
"NBPF1",8.00697028487284,-0.222873671454046,0.00104674101888529,0.0811376727648562,206,0
"LOC105378526",6.94161781674068,-0.398510957953061,0.00107731698271737,0.0827272172036471,207,0
"POLG2",5.2115528180012,-0.695058962252272,0.00107760904173087,0.0827272172036471,208,0
"SPRY4",10.726036688849,-0.122303043322464,0.00109416602923472,0.083596378731196,209,0
"ZIC1",9.39156428729344,0.138634951071481,0.00111053547615114,0.084443002300864,210,0
"ZNF134",7.98673222399268,-0.221747359477066,0.00111967268666927,0.0847342818044311,211,0
"AMD1",10.5348018699188,-0.120009157565827,0.00114230246155221,0.0858906734921374,212,0
"TIAM2",6.9588925973233,0.292291402746691,0.00114571101288986,0.0858906734921374,213,0
"MBNL2",8.68847604322595,0.17534768317361,0.00115783967614755,0.0863943175174022,214,0
"TRNV",7.92408885094892,0.249813415576997,0.00119074354314813,0.0884362460325084,215,0
"ZNF557",6.6350783885369,-0.325861772362368,0.00120613804441653,0.0891648717279779,216,0
"ALDH3A2",10.1332016650372,-0.128564448654451,0.00121452368957158,0.0893710335257097,217,0
"KIAA0232",9.51461475428691,-0.136003033694674,0.00123450039149713,0.090047305907581,218,0
"THBD",11.106069402581,-0.160084234114612,0.00123499248457917,0.090047305907581,219,0
"ZNF473",6.99694271967076,-0.309830208691107,0.00124328451105793,0.0902398503298775,220,0
"NET1",11.0184521971762,-0.153826280395247,0.00128645376862066,0.0929506505761749,221,0
"BACH1",8.1674601939165,0.229640901501686,0.00130941921623858,0.0938706818140384,222,0
"G6PD",9.81777137374081,0.105023700152817,0.00131094451681679,0.0938706818140384,223,0
"IER5",8.99448453524793,0.176906054306334,0.00133261850871413,0.0949966622640498,224,0
"LMOD1",6.98715100563099,0.321827446774906,0.00135064396250298,0.0956296327389234,225,0
"LPIN1",9.16200913447127,-0.154628477547094,0.00135737584308658,0.0956296327389234,226,0
"ARID3A",7.25491441977341,-0.238033837115938,0.00135946434316982,0.0956296327389234,227,0
"METTL22",7.13506514925343,0.338688012150792,0.00138571921928839,0.0970489670771802,228,0
"UPF1",10.1198215982627,-0.104525134601539,0.00148391780888728,0.103472487215337,229,0
"STK17B",9.57500217741324,0.119796256166094,0.00149523695552817,0.103539731298776,230,0
"USP12",9.63194867795785,0.134646465971176,0.00149785057176962,0.103539731298776,231,0
"ZNF850",5.79789629976314,-0.503546288181083,0.00150890522142429,0.103620676487009,232,0
"HIST1H3F",3.82686514437429,-1.09018604646702,0.00151200010154515,0.103620676487009,233,0
"JARID2",7.97086110063621,0.233038418116172,0.00155691461714911,0.106242788917252,234,0
"COX6B1",9.80796217856184,0.193363185278782,0.00157426817553822,0.106969847774444,235,0
"FZD7",8.45456833625866,0.211982153013135,0.0016077940263112,0.108784978864988,236,0
"HIST2H2BA",2.82369737537142,-1.13552964188,0.00163756791582392,0.110332002024795,237,0
"RASSF8",11.1238695710497,0.12846922715031,0.00164932094030706,0.110656961238753,238,0
"IFI16",10.1154329772933,0.131688732814693,0.00167627444386495,0.111994771211864,239,0
"ATF3",6.0639651544558,0.453152806150386,0.00169954039805443,0.113076087817221,240,0
"WDR3",9.05759086879933,-0.175473410499082,0.00171044821206093,0.113132393359716,241,0
"NUAK2",5.32826856372308,0.578786008941374,0.00171470478421578,0.113132393359716,242,0
"POLR1B",8.31977629353443,-0.179075090399142,0.00172164150716502,0.113132393359716,243,0
"RORA",8.84516290067897,0.280602003655007,0.0017363461717197,0.113631047827952,244,0
"SHROOM3",7.31912478950688,0.25698131554479,0.00179157447992102,0.116675325999372,245,0
"CFLAR",9.64946353991531,0.162336923749731,0.0017974780934272,0.116675325999372,246,0
"NRP2",9.45826979283121,0.15652729040103,0.00180813152489532,0.116891676880682,247,0
"C1orf74",4.93861738621345,-0.61756613571056,0.00183494570617759,0.118146826759048,248,0
"NEIL2",2.95069748466181,-1.20272989868184,0.00184944192221923,0.118601962305208,249,0
"ABCB10",8.28267432207051,-0.162732732030301,0.00186457338124774,0.118688399736373,250,0
"SOX4",7.90477734404813,-0.248017592961447,0.00186565558202841,0.118688399736373,251,0
"ADAMTS14",8.39311259909012,-0.176827751846057,0.00187518495742311,0.118742565140559,252,0
"SH2B3",11.9230070202409,-0.129273381646588,0.00188561804300509,0.118742565140559,253,0
"LOC105375825",3.53111434478368,-0.966763415314204,0.00189620554663554,0.118742565140559,254,0
"DNAJB4",9.28563537044471,0.144502726034329,0.00189902033042509,0.118742565140559,255,0
"NRG1",7.60711723634739,0.266245474479491,0.00190547101608281,0.118742565140559,256,0
"APOLD1",6.96247374225287,0.309281737911083,0.00191112470197418,0.118742565140559,257,0
"UTP25",9.45718681023747,0.139632759666869,0.0019565713141956,0.121095080407269,258,0
"SLC6A9",9.03344048836859,0.14169068144292,0.00196561757646308,0.121185256606033,259,0
"UBTF",10.284249623305,-0.102360150315162,0.00203275755544746,0.124842587097635,260,0
"BDNF",7.13288268091396,0.296784103676656,0.00213236328301709,0.130458149054471,261,0
"LETM1",9.42411969732261,-0.114055562440061,0.00214930957086229,0.130993035219576,262,0
"MRPS31",6.61242942836354,-0.302219268731766,0.00217558572280186,0.132090314911407,263,0
"EPC2",7.98312009587369,0.250018682538292,0.00223537189327146,0.134977902001235,264,0
"LOXL1-AS1",7.747891442419,-0.240110069338675,0.00224005160510567,0.134977902001235,265,0
"CHAF1B",7.41471582030189,0.268076590331201,0.00225142696731,0.135153330127842,266,0
"MAFF",9.2203052606335,0.183156890662964,0.00226572275498832,0.135502100942523,267,0
"NECTIN3",9.6053661254348,0.0998140875032103,0.00229260261893271,0.136443517137731,268,0
"CIC",10.3024706717201,0.113133590376705,0.00229855373935682,0.136443517137731,269,0
"TBC1D15",9.36031597841413,0.134762855277685,0.00230810524261899,0.136503053756074,270,0
"SERPINB2",11.4201411599409,0.122128841169026,0.00232999445850539,0.136791936939953,271,0
"TGOLN2",11.8730257853185,-0.106177225028963,0.00233012317432785,0.136791936939953,272,0
"DET1",6.16702838943202,0.33606421459385,0.00235876564620957,0.137966189885254,273,0
"PTCD3",8.84776352651017,-0.151604419733614,0.00239109798043901,0.139346907122811,274,0
"MIOS",7.87064334997431,-0.184645127715588,0.00240221104376412,0.139485476170275,275,0
"ZRANB1",8.63908871535309,0.140785652543821,0.00241343140807913,0.139548516548089,276,0
"ARNT2",9.38441494829718,0.165415956422056,0.00242077524322524,0.139548516548089,277,0
"JUN",10.8644755454221,-0.238189419372247,0.00243659335571673,0.139910523102142,278,0
"RGS2",6.55953468198827,-0.35016375857661,0.00244928851459226,0.139910523102142,279,0
"SMAD6",6.60707843444303,-0.337240752185667,0.00245334083595941,0.139910523102142,280,0
"USP53",8.55400019979113,0.178070958142783,0.00249187979632318,0.1416026213085,281,0
"OAZ2",9.51656176891462,-0.116100299244229,0.00250768712108254,0.141751504536355,282,0
"ATP6AP1",9.70531621546967,0.101145239780493,0.00251225424497673,0.141751504536355,283,0
"PDE8A",8.89772896209295,-0.137084401220052,0.00253282273192955,0.142408849941729,284,0
"FAT4",10.1809523370278,0.147097737833574,0.00255491792560136,0.142894831696026,285,0
"ELL2",10.4976387007422,0.122021758911494,0.00255936384425498,0.142894831696026,286,0
"ETS2",8.86731498089164,0.15424889212292,0.00259710093485064,0.144496542605209,287,0
"RGMB",12.767267713407,0.0958850104064339,0.00261699132929232,0.144840184537422,288,0
"NAMPT",10.6881087987828,0.106429985108992,0.00263660680788644,0.144840184537422,289,0
"CYCS",10.4654773729754,-0.129965902355815,0.00263949739487692,0.144840184537422,290,0
"ITPRIP",11.0001396180207,0.112400569769177,0.00264042713161374,0.144840184537422,291,0
"USF1",8.22399915680569,-0.182480955552338,0.00264863062906608,0.144840184537422,292,0
"MNT",8.03272881523116,0.262539543139232,0.00268051681677577,0.145903911955659,293,0
"BRD2",5.64300611425162,1.72059172529059,0.002686357096378,0.145903911955659,294,0
"UBR7",3.8317700271624,1.50669220783866,0.00271359569459477,0.146758877754937,295,0
"UBALD1",6.80838574993835,0.306025437553001,0.00272048019886406,0.146758877754937,296,0
"LYRM7",8.42628160057543,-0.187203110365955,0.00276728822968127,0.148781341587712,297,0
"DLEU1",5.8263271686442,-0.381475515061193,0.00278239666921748,0.149037428733197,298,0
"STAG3L5P-PVRIG2P-PILRB",7.12625879092428,-0.268411212092998,0.00280398260672628,0.149037428733197,299,0
"LCLAT1",7.74745935615852,0.225681312966247,0.002807095415106,0.149037428733197,300,0
"TLE4",9.25949762433133,0.169532702430157,0.00280938539884096,0.149037428733197,301,0
"BACE2",9.14556207051469,0.133094150712687,0.00284235080670315,0.15028694596502,302,0
"KLF10",10.5882246415278,-0.188825694837091,0.00287468656876195,0.151495033432313,303,0
"VDR",10.0449668016556,-0.108924728838664,0.00290145638368077,0.1524028142586,304,0
