gene_id,a.value,m.value,p.value,q.value,rank,estimatedDEG
"ICAM1",5.76417338430819,0.996889769389519,6.75622585922585e-07,4.8094208660454e-05,227,1
"RSAD2",4.46264764787465,1.81988396210867,6.97869550203066e-07,4.92795515628999e-05,228,1
"FRAS1",9.28231434509267,-0.341648191175796,6.98373495136089e-07,4.92795515628999e-05,229,1
"SLC44A2",10.6528546674884,0.223718670887001,7.06223379140189e-07,4.95001386234954e-05,230,1
"STARD4",9.68501538859567,0.281440094390446,7.07626215856639e-07,4.95001386234954e-05,231,1
"MAP3K7CL",7.43304650824731,0.584130338642087,7.20341322834295e-07,5.01723941193076e-05,232,1
"IFIT2",7.17803157549086,1.14013606765534,7.26715752622932e-07,5.03792119810613e-05,233,1
"PYROXD2",8.23529993249138,0.388423190052741,7.29546110747469e-07,5.03792119810613e-05,234,1
"CEMIP2",10.3504896952438,0.197859475700797,7.57496428004314e-07,5.20867437451988e-05,235,1
"MAP2K3",10.4735445767061,0.262664297684358,7.70167943593633e-07,5.27336601717352e-05,236,1
"CORO1C",12.5998252596231,0.205762881486475,8.02939516322396e-07,5.47455681192135e-05,237,1
"ATP9A",10.6156014473323,0.223943255713541,8.10091383977712e-07,5.50011204777136e-05,238,1
"PARP9",8.34033293027872,0.347126954777623,8.44187716915121e-07,5.7076273295529e-05,239,1
"SLC38A2",12.5035760008896,0.19347660125189,8.48637028495274e-07,5.71380239310631e-05,240,1
"SHMT2",10.3785620802159,-0.225191546103471,8.83244669815058e-07,5.87888911485928e-05,241,1
"WDR1",12.6509545152209,0.186635314450543,8.83910969617812e-07,5.87888911485928e-05,242,1
"NFKB2",8.71587155232036,0.401528803180371,8.84070830441739e-07,5.87888911485928e-05,243,1
"SWAP70",10.6154072652499,0.22122147467438,8.98068537269916e-07,5.92696831039934e-05,244,1
"RND3",13.0976478668363,0.178437796432577,9.01251229449475e-07,5.92696831039934e-05,245,1
"FCHSD2",8.83310509192146,0.304231887560851,9.02304724523942e-07,5.92696831039934e-05,246,1
"TWSG1",11.4795076718087,0.222662597254729,9.40628110712622e-07,6.15368811376731e-05,247,1
"MYO1D",11.9834160632435,0.201865556612173,9.75018240229986e-07,6.35295150962756e-05,248,1
"FLNA",15.2051765318029,0.149072852128469,1.02586217909129e-06,6.61953359086774e-05,249,1
"HPCAL1",9.06765384703029,-0.309033100308277,1.02801290240569e-06,6.61953359086774e-05,250,1
"TNFRSF21",10.3627351209386,-0.27879276311233,1.02822138208293e-06,6.61953359086774e-05,251,1
"DCBLD2",12.3680322189292,-0.225117362760734,1.04912771648056e-06,6.72732332167036e-05,252,1
"SLC20A2",10.6664722621948,0.227661896118336,1.08772902206527e-06,6.94727797136473e-05,253,1
"TBX3",9.80402401111305,-0.31442298884965,1.10393804723366e-06,7.02304523828691e-05,254,1
"IDI1",9.85566983895828,0.296059227844555,1.14130620654483e-06,7.23230078100313e-05,255,1
"UBE2C",9.19823506386821,-0.46243673041325,1.21182947381911e-06,7.61664021099428e-05,256,1
"IMPDH2",10.8920111593656,-0.203263047256769,1.21322958894959e-06,7.61664021099428e-05,257,1
"ARPC4",11.1345743988099,0.221744907412555,1.21798478412272e-06,7.61664021099428e-05,258,1
"NTN1",6.59211468744275,0.808478707149381,1.22081181672598e-06,7.61664021099428e-05,259,1
"MX2",4.11102929704518,1.45326882829163,1.26580865527374e-06,7.86700079252632e-05,260,1
"SLC1A2",9.71170806791111,0.363519603722471,1.2792956683225e-06,7.92035965686718e-05,261,1
"CPM",6.7290261565292,0.616832589991923,1.32140502575654e-06,8.14984114931296e-05,262,1
"TM4SF1",8.69276326516532,0.404127782828702,1.34975658010614e-06,8.29304812849244e-05,263,1
"IFIH1",6.57761473624207,0.683294622178275,1.41608831685105e-06,8.66764057272583e-05,264,1
"PYGL",9.32757434578086,0.275472824633809,1.42269127047127e-06,8.67519556209254e-05,265,1
"ARRDC4",8.75017131845828,0.369220540231664,1.42861242360309e-06,8.67855193721894e-05,266,1
"DNM1",9.68819712289468,-0.220115244006614,1.45696033948477e-06,8.81761128304658e-05,267,1
"OAF",9.99201484698153,-0.240675096793332,1.46495782422734e-06,8.82510660365617e-05,268,1
"MBNL1",11.7842861492637,0.216094171704679,1.4691216513296e-06,8.82510660365617e-05,269,1
"CHMP1B",9.32329307568778,0.27646746828545,1.47977259667315e-06,8.85616495912648e-05,270,1
"ARF4",12.0533724662664,0.179096427061245,1.5035517565122e-06,8.96527410829546e-05,271,1
"ABLIM3",9.14860981833625,-0.309593401237452,1.50928532746979e-06,8.96637559065601e-05,272,1
"ARHGEF17",9.79532077324679,0.227783454444305,1.51504798811723e-06,8.96764118680819e-05,273,1
"GALNT5",9.90436119325787,0.25817819669172,1.52095548778982e-06,8.96975172525388e-05,274,1
"ALPK2",11.2867383575869,0.191582277443581,1.56152070821933e-06,9.1754956814968e-05,275,1
"CCDC80",12.8748895719891,0.172200392220592,1.60616596960252e-06,9.40363619666926e-05,276,1
"GNG2",8.6741578893479,-0.260480266074277,1.62655036531796e-06,9.48860193255343e-05,277,1
"MRPL12",8.2064147516502,-0.648455422955287,1.6373871706043e-06,9.51746017618522e-05,278,1
"CALU",14.0811290005106,0.135050501089488,1.66285583290685e-06,9.63085570033758e-05,279,1
"TLR2",3.87837658518953,1.60032655741646,1.69266828009411e-06,9.76850954930028e-05,280,1
"HSPA9",11.6798285589178,-0.223250898758609,1.74719100994658e-06,0.00010047280971433,281,1
"C12orf75",10.8019555329843,0.281489216966499,1.76325994776349e-06,0.000101037296084788,282,1
"TOB1",9.08698985182487,0.239653625463019,1.77613578154423e-06,0.000101415470296725,283,1
"TLE3",7.36245271605687,-0.562947004444023,1.80185457775126e-06,0.000102521718739023,284,1
