"source","target","ligand.complex","receptor.complex","aggregate_rank","mean_rank","natmi.edge_specificity","natmi.rank","connectome.weight_sc","connectome.rank","logfc.logfc_comb","logfc.rank","sca.LRscore","sca.rank","cellphonedb.pvalue","cellphonedb.rank","cellchat.prob","cellchat.pval"
"DermalPapilla","DermalPapilla","FN1","ITGAV_ITGB1",0.0124123651280295,5436.9,0.0303427180529083,9499,1.20526778796381,2174,1.01625727556576,2016,0.926032885688982,2142,0,11353.5,0.0241315141307708,0
"DermalPapilla","DermalPapilla","FN1","SDC1",0.0169188360395522,4543.5,0.082832909949666,2607,1.44331286538452,1233,1.03691885804545,1930,0.88923295631666,5594,0,11353.5,0.00857715319581299,0
"DermalPapilla","DermalPapilla","FN1","SDC2",0.00163537281763661,3636.9,0.0752211744975769,3067,1.71644457234832,667,1.39508561553449,822,0.924369706356993,2275,0,11353.5,0.0414632204054285,0
"DermalPapilla","DermalPapilla","FST","BMPR2",0.0224899838033285,8083.3,0.039241729680723,7260,0.796245752754493,6167,0.671670714498794,5010,0.848132584593023,10626,0,11353.5,0.00180453533330042,0
"DermalPapilla","DermalPapilla","GNAI2","CAV1",1,19520.2,0.00654533285507097,26838,0.262231680041553,18837,-0.0127277966059171,23976,0.90130830981775,4342,0.00900000000000001,23608,0.0115998212441284,0.06
"DermalPapilla","DermalPapilla","GNAI2","EDNRA",0.00829034538636756,4090.9,0.0543119180513736,4925,1.69889088238887,692,1.11309610644303,1592,0.929056739886602,1892,0,11353.5,0.0458646576876493,0
"DermalPapilla","DermalPapilla","GNAI2","F2R",0.0224899838033285,5352.7,0.036144462076463,7931,1.10539059846317,2869,0.927451587601111,2567,0.927147281107647,2043,0,11353.5,0.0390757701059547,0
"DermalPapilla","DermalPapilla","GNAI2","IGF1R",0.0224899838033285,8881.1,0.0260367957402252,11143,0.767171864834494,6608,0.462239895915708,8276,0.876748157236423,7025,0,11353.5,0.00735013940012903,0
"DermalPapilla","DermalPapilla","GPC3","CD81",0.199390615174662,9265.3,0.0149435154526332,17566,0.66779238340623,8326,0.674514465902037,4977,0.9035525102567,4104,0,11353.5,0.0145607360844483,0
"DermalPapilla","DermalPapilla","GPC3","IGF1R",0.743684895478907,16112.7,0.0220905889207895,12916,0.494287445454958,12231,0.268190296477229,13455,0.778443981083627,19105,0.001,22856.5,0.00113929380316509,0
"DermalPapilla","DermalPapilla","GPC3","LRP1",0.836321398100925,17669.3,0.0181929749560027,15138,0.270558894939402,18586,0.227620701867171,14830,0.803023936176653,16393,0.005,23399.5,0.00113929380316509,0
"DermalPapilla","DermalPapilla","GRN","TNFRSF1A",0.941891658243596,20529.9,0.00952693289490285,22997,0.172551470427317,21802,0.136714605373562,18262,0.809475467768268,15626,0.022,23962.5,0.00113929380316509,0
"DermalPapilla","DermalPapilla","HLA-A","APLP2",0.315542553715912,11210.3,0.0130253984162511,19255,0.42518029784093,14056,0.357981337658709,10690,0.945942442130758,697,0,11353.5,0.0793535199230981,0
"DermalPapilla","DermalPapilla","HLA-B","CANX",0.521457583985059,15955.3,0.0106935466401756,21571,0.264157533378454,18783,0.200122226302215,15837,0.945208137746836,729,0.001,22856.5,0.0833597661390838,0
"DermalPapilla","DermalPapilla","HMGB1","SDC1",0.0224899838033285,6530.9,0.0389569942454348,7319,1.01460870536478,3608,0.511868982845471,7325,0.915629996919434,3049,0,11353.5,0.0148973441985372,0
"DermalPapilla","DermalPapilla","HSP90B1","LRP1",0.131792416380221,11939.9,0.0166891063102619,16170,0.367535132426666,15756,0.302481477143933,12288,0.903195841355425,4132,0,11353.5,0.0104166791387167,0
"DermalPapilla","DermalPapilla","IBSP","ITGAV_ITGB5",0.000129808549688014,3003.9,0.194676720459512,626,6.22824199845558,5,2.64856537675101,54,0.916450348810191,2981,0,11353.5,0.0195008785171612,0
"DermalPapilla","DermalPapilla","ICAM1","CAV1",1,25772.7,0.00402576255443369,30140,-0.0805482373064859,29336,-0.30202864283339,29290,0.826289519122012,13515,0.822,26582.5,0.00180453533330042,0.23
"DermalPapilla","DermalPapilla","IGF1","IGF1R",0.0332236868884431,8133.1,0.0427425344229053,6599,0.852904390028079,5389,0.668058483157492,5049,0.835327223223332,12275,0,11353.5,0.00180453533330042,0
"DermalPapilla","DermalPapilla","IGF1","IGF2R",0.0347392450217271,8643.5,0.0409644307490767,6905,0.738113223493529,7055,0.63284572354733,5519,0.834400486185529,12385,0,11353.5,0.00180453533330042,0
"DermalPapilla","DermalPapilla","IL11RA","CD40",0.57100079187709,16360.9,0.0189674776559719,14606,0.274028660210361,18483,0.204162669330658,15682,0.752510438618397,21680,0,11353.5,0.00113929380316509,0
"DermalPapilla","DermalPapilla","INHBA","ACTR2",0.0155754721922367,4135.9,0.0499406836139634,5475,2.26266417964488,317,1.29472373612565,1034,0.921623305822197,2500,0,11353.5,0.0387510397924998,0
"DermalPapilla","DermalPapilla","INHBA","BAMBI",0.000112223079967916,3520.7,0.286879237647899,272,3.38807853495323,132,1.69183791674277,441,0.89080966246124,5405,0,11353.5,0.0132595611178389,0
"DermalPapilla","DermalPapilla","JAG1","CD46",0.209345473049682,14210.3,0.0147494858592191,17738,0.37732175894972,15475,0.219157730988576,15145,0.842470302023632,11340,0,11353.5,0.00407233241336238,0
"DermalPapilla","DermalPapilla","JAG1","NOTCH2",0.107938443190629,12642.3,0.0223756178890764,12788,0.492932181863507,12280,0.337232027368948,11253,0.81020794270291,15537,0,11353.5,0.00407233241336238,0
"DermalPapilla","DermalPapilla","JAM2","ITGAV_ITGB1",0.0458357598680461,10296.9,0.0217344373248083,13091,0.583272938460311,10064,0.392767033062478,9785,0.875526523251817,7191,0,11353.5,0.00324957280551589,0
"DermalPapilla","DermalPapilla","JAM3","ITGB1",0.028377882883093,9363.3,0.024302281857978,11894,0.692451225108613,7884,0.408801932259921,9384,0.883096465623524,6301,0,11353.5,0.00923252762927697,0
"DermalPapilla","DermalPapilla","LAMA2","CD44",0.0224899838033285,6887.1,0.0287784553691636,10065,1.03615176335087,3423,0.491416101160904,7729,0.929406744035341,1865,0,11353.5,0.0508977648119293,0
"DermalPapilla","DermalPapilla","LAMA2","ITGA1",0.00935205493879793,4083.1,0.0987530860704305,1972,1.80029927525621,584,1.18953462826386,1313,0.892830392586443,5193,0,11353.5,0.00923252762927697,0
"DermalPapilla","DermalPapilla","LAMA2","RPSA",0.0224899838033285,6285.5,0.033917581436673,8483,0.957590696472811,4174,0.533176354793473,6923,0.9497530659613,494,0,11353.5,0.0890615241578101,0
"DermalPapilla","DermalPapilla","LAMA3","CD44",1,20578.4,0.021429513392391,13241,0.205736717566096,20674,-0.289548772959393,29143,0.836869935755421,12046,0.996,27788,0.00652118103679211,0
"DermalPapilla","DermalPapilla","LAMA3","SDC2",0.0331155633551512,6328.9,0.0957805830486659,2082,1.26819156619583,1859,0.750324228276014,4083,0.835370574570119,12267,0,11353.5,0.00567062697513413,0
"DermalPapilla","DermalPapilla","LAMA4","CD44",1,26635.1,0.00493471964227038,29008,-0.225760665246436,31653,-0.426433550786193,30342,0.842070242831666,11389,1,30783.5,0.00652118103679211,0.12
"DermalPapilla","DermalPapilla","LAMB1","CD44",0.0430024381648964,8528.7,0.0239720991450164,12039,1.01731432217288,3579,0.283213948917032,12925,0.918964773299777,2747,0,11353.5,0.0408708273153373,0
"DermalPapilla","DermalPapilla","LAMB1","ITGA1",0.021672872938068,4744.3,0.0822601053388469,2637,1.78146183407822,604,0.981332476019989,2210,0.877690135432656,6917,0,11353.5,0.00735013940012903,0
"DermalPapilla","DermalPapilla","LAMC1","CD44",1,21997.3,0.0104702303806725,21854,0.0617347680442193,25575,-0.234722741618797,28542,0.879383353466715,6739,0.97,27276.5,0.00652118103679211,0.18
"DermalPapilla","DermalPapilla","LAMC1","ITGA1",0.0665116697463308,9485.1,0.0359285287794734,7966,0.82588227994956,5758,0.46339578548416,8245,0.821856397647472,14103,0,11353.5,0.00113929380316509,0
"DermalPapilla","DermalPapilla","LAMC3","CD44",0.033440781220045,7234.1,0.0360313491885116,7949,1.34702628949118,1545,0.302425582324459,12291,0.915795823923746,3032,0,11353.5,0.0389229489595528,0
"DermalPapilla","DermalPapilla","LGALS1","ITGB1",0.170227438868195,8369.7,0.0150562140294764,17460,0.725296706544651,7293,0.633490854062124,5511,0.956376610009486,231,0,11353.5,0.117277103575793,0
"DermalPapilla","DermalPapilla","LMAN1","MCFD2",0.176049231672127,12676.5,0.0154530497350631,17134,0.47882352116741,12652,0.380397116628034,10122,0.836403422360534,12121,0,11353.5,0.00407233241336238,0
"DermalPapilla","DermalPapilla","LRPAP1","LRP1",0.11332262768495,13666.9,0.0180494926011849,15213,0.369383589399614,15689,0.268780915605887,13435,0.832499587434342,12644,0,11353.5,0.00113929380316509,0
