gene_id,a.value,m.value,p.value,q.value,rank,estimatedDEG
"GCNT4",2.42812589786486,-2.57050188658331,1.09932772198403e-07,1.36447631937963e-05,65,1
"WSB1",5.30050609831102,-1.254402956238,1.10837461020376e-07,1.36447631937963e-05,66,1
"IFITM2",5.91977651870755,-1.08585031519423,1.15089495999828e-07,1.38621944574028e-05,67,1
"TYMS",3.74413929397126,2.05792740982797,1.16015904381956e-07,1.38621944574028e-05,68,1
"TAC1",4.6467873511871,2.44768136171778,1.24059719427178e-07,1.44346900586875e-05,69,1
"PFKP",5.12983050551894,1.17164185510592,1.25540564784037e-07,1.44346900586875e-05,70,1
"NEK7",6.09305364135207,-0.919559558336325,1.26302080227052e-07,1.44346900586875e-05,71,1
"TKT",7.38707183259843,1.04880504076706,1.27913561135446e-07,1.44346900586875e-05,72,1
"SELENOP",3.37908269049669,-2.7074647874815,1.31952976187661e-07,1.44573474527708e-05,73,1
"NIBAN2",6.23859370359286,0.873023955274161,1.34292157064413e-07,1.44573474527708e-05,74,1
"DUSP10",3.67009380512427,1.77274171297539,1.36535562310548e-07,1.44573474527708e-05,75,1
"PNP",3.87170947719354,1.89868289066495,1.36989703115807e-07,1.44573474527708e-05,76,1
"TIPARP",4.02591980329906,2.19952743992862,1.37011169706259e-07,1.44573474527708e-05,77,1
"S1PR3",2.62517870898085,2.81830617583273,1.41803853936731e-07,1.47170768601241e-05,78,1
"CCNB1",3.34311239355063,2.99572872945756,1.43128936767336e-07,1.47170768601241e-05,79,1
"ANLN",3.02886663612112,3.01889223165452,1.44906602930453e-07,1.47170768601241e-05,80,1
"PKM",9.31494411917355,0.831710315114002,1.4846100854726e-07,1.48215943742157e-05,81,1
"TXN",7.70277432657056,1.00911786622691,1.49584090915161e-07,1.48215943742157e-05,82,1
"AK5",4.20982592879701,1.58102413417729,1.55749418545078e-07,1.5041012698479e-05,83,1
"TUBA1C",7.52429049724633,0.841053161532036,1.56398072993757e-07,1.5041012698479e-05,84,1
"SMIM3",3.61566521457351,1.77659929750775,1.59032153881598e-07,1.5041012698479e-05,85,1
"CEP55",1.67138763730324,3.78961735038058,1.59399682689965e-07,1.5041012698479e-05,86,1
"HAS2",4.80747442332175,1.91089878678244,1.61054535971406e-07,1.5041012698479e-05,87,1
"FOXM1",2.34016585943503,2.97707631522446,1.6543401951755e-07,1.51703320528239e-05,88,1
"CSF1",4.94077971232303,-1.47076077386892,1.67399424382844e-07,1.51703320528239e-05,89,1
"RGMB",6.01747273272075,1.17445011037289,1.71168347461317e-07,1.51703320528239e-05,90,1
"GJA1",8.20526715438427,-1.18116909162992,1.71471223909146e-07,1.51703320528239e-05,91,1
"RGCC",4.37061427678097,2.2895207274921,1.73036471597454e-07,1.51703320528239e-05,92,1
"SPHK1",4.20194008050183,1.63520688931178,1.73641954573861e-07,1.51703320528239e-05,93,1
"COL11A1",8.71145233371935,-1.49017314295021,1.7601326050123e-07,1.52139121443883e-05,94,1
"ADGRA2",5.02826863770351,-1.33522758038915,1.79784612247026e-07,1.52611398072915e-05,95,1
"CYBRD1",7.7389768653042,-1.18984158407425,1.80316236492306e-07,1.52611398072915e-05,96,1
"TUBB4B",6.35713043892333,0.822782093696653,1.86125712532333e-07,1.55904269518063e-05,97,1
"PRDX1",7.97349640971547,0.976405106914396,1.98997093722377e-07,1.63487861180468e-05,98,1
"KCNMA1",5.14678982121118,1.76322269643628,1.99984437418187e-07,1.63487861180468e-05,99,1
"RAB23",5.54800251594156,-1.20304552086079,2.01215829145191e-07,1.63487861180468e-05,100,1
"ASPH",7.45291388682963,0.809571824046797,2.14823735733711e-07,1.71377030893413e-05,101,1
"BDNF",1.74106750588368,-3.25728892843348,2.16805628473304e-07,1.71377030893413e-05,102,1
"LTBP2",5.37543679905997,1.84374565416543,2.20407562268014e-07,1.71377030893413e-05,103,1
"E2F7",1.90653445181755,3.12991283733073,2.20803051974125e-07,1.71377030893413e-05,104,1
"PPP1R3C",4.77451890126272,-1.2163835248986,2.21471855308411e-07,1.71377030893413e-05,105,1
"CTSL",7.4307488372759,1.30827505935481,2.31265104138523e-07,1.77266884068443e-05,106,1
"NUSAP1",2.1035015988847,3.3616007670924,2.36067617457204e-07,1.79256952508391e-05,107,1
"AHNAK2",6.68803625825295,-1.44897211120953,2.43186068502425e-07,1.82952482090945e-05,108,1
"ADAM12",6.77255731862234,0.818974491558489,2.51935983951785e-07,1.87796318312684e-05,109,1
"FGF2",5.77609111162686,1.11981553432569,2.68365456053613e-07,1.98224484585055e-05,110,1
"GNG11",4.46467735615745,1.31692723712808,2.77832621757483e-07,2.03368473133293e-05,111,1
"NFIL3",5.06296851889693,1.65247437733309,2.82360925434081e-07,2.04837724924278e-05,112,1
"MMP1",7.10966795979529,2.70488874952622,2.89067359054062e-07,2.0527403308973e-05,113,1
"SYNPO2",4.19935846534307,-3.260088504708,2.90081129291268e-07,2.0527403308973e-05,114,1
"ELOVL6",4.2399182354273,2.20647329576663,2.90768106359552e-07,2.0527403308973e-05,115,1
"MFAP5",7.27586611623654,-0.982555246170297,2.93068158011184e-07,2.0527403308973e-05,116,1
"UGCG",3.96708625790281,1.59579955611846,2.96938777506416e-07,2.05875347449411e-05,117,1
"KITLG",5.58893696834171,1.94781892661708,3.02892693301554e-07,2.05875347449411e-05,118,1
"NT5DC2",5.78683847506772,0.963458791625949,3.04046992229572e-07,2.05875347449411e-05,119,1
"SHC1",7.03526148598387,0.662063722250583,3.04062051617592e-07,2.05875347449411e-05,120,1
"SLIT3",5.87027648714904,-1.06003787215247,3.19078993101555e-07,2.1336932187299e-05,121,1
"ELL2",5.05056699599094,1.16353515566372,3.20382243304675e-07,2.1336932187299e-05,122,1
"MMP11",7.1037299214318,-1.50554074784371,3.29515409014083e-07,2.17667699043856e-05,123,1
"PXDN",5.76424722154951,-0.805080910670412,3.47549693257931e-07,2.2539175263326e-05,124,1
"GNS",6.63865576014845,-0.896505403064335,3.48605510782197e-07,2.2539175263326e-05,125,1
"DUSP4",3.71538742532512,2.23169178748122,3.4953059485281e-07,2.2539175263326e-05,126,1
"CNN2",6.60374403274453,-0.951199376427526,3.55878971326225e-07,2.26646020735647e-05,127,1
"FBLN5",6.21114480089642,-1.5214634021976,3.57054654205081e-07,2.26646020735647e-05,128,1
"C1orf198",5.40030647318228,-1.25695678544684,3.76851853881601e-07,2.37358241301396e-05,129,1
"DAPK1",2.25721133984188,-2.82412732874831,3.80301262454065e-07,2.37688289033791e-05,130,1
"FGFR2",4.26011950158908,-1.50398432632282,3.84795969589061e-07,2.38661622359628e-05,131,1
"SRSF7",4.91813303965405,1.08089278559433,3.89704451677983e-07,2.39874899233607e-05,132,1
"DCN",7.934316491024,-0.936097165394761,4.07485016220375e-07,2.48328768615776e-05,133,1
"FHL2",5.44385477730583,1.60249700255762,4.09551446086325e-07,2.48328768615776e-05,134,1
"EPB41L2",5.2852765197446,-0.982384988575046,4.14537708787178e-07,2.49490287695987e-05,135,1
"PCNA",5.4090117398773,0.900586065477205,4.22874160468608e-07,2.52636217191723e-05,136,1
"MPZL1",6.55445314360596,-0.811534489517986,4.31328709290405e-07,2.55806260071864e-05,137,1
"CYCS",6.35541012736756,0.724178602438319,4.40736029532138e-07,2.56294858277712e-05,138,1
"PPIC",5.73438890055217,-0.828392970226079,4.42461527845578e-07,2.56294858277712e-05,139,1
"PRC1",2.85249378927365,2.3301835352772,4.45236277562518e-07,2.56294858277712e-05,140,1
"TPP1",6.68245476819338,-0.658810164385412,4.45630401098775e-07,2.56294858277712e-05,141,1
"CALM2",8.84012350616939,0.795945787537722,4.47924552313047e-07,2.56294858277712e-05,142,1
"FBLN1",5.33015893225687,-1.10796645604198,4.53021929864663e-07,2.5739882378674e-05,143,1
"TNC",6.42759700660715,1.9733567792712,4.65262020735572e-07,2.62517633227536e-05,144,1
"PGRMC1",6.61208658701241,0.893841289028379,4.70899169509712e-07,2.63865913949408e-05,145,1
"EMP1",7.0424735018613,1.31392066109365,4.77951262616538e-07,2.65983151284889e-05,146,1
"CCDC85B",3.89523763289336,1.779578140192,4.86031332253947e-07,2.68639766977097e-05,147,1
"HSPA5",8.13617469244369,1.18459057166455,4.93429406736426e-07,2.70088650579302e-05,148,1
"HNRNPAB",5.85348523874318,0.83752022831436,4.9530103306235e-07,2.70088650579302e-05,149,1
"CDK1",2.36417256938093,3.96212601090383,5.2830384309591e-07,2.86164581676951e-05,150,1
"IFNGR1",5.55574498802527,-0.859426999892336,5.37489478705849e-07,2.89212053939406e-05,151,1
"SAT1",7.61467701409397,1.11774461318553,5.43517584351457e-07,2.90531603477341e-05,152,1
"PAICS",4.87230109679805,1.09314112815707,5.51996344498484e-07,2.93135313663411e-05,153,1
"NRG1",4.8082816433592,1.32604094579329,5.78899617071881e-07,3.05425934331755e-05,154,1
"CHAC1",3.88914732109498,-1.49333110640212,6.13286897984159e-07,3.21481035233632e-05,155,1
"SQSTM1",8.53955078053365,0.75432590189447,6.23125701862399e-07,3.24544636386666e-05,156,1
"ABL2",3.90199113654023,2.3344543441193,6.47510992737906e-07,3.35097249426464e-05,157,1
"PTGR1",5.03994558931363,1.30348763872199,6.71166620917975e-07,3.43556933894559e-05,158,1
"FLNA",8.7195421953987,-0.860753161367695,6.72314492175199e-07,3.43556933894559e-05,159,1
"C1S",6.94794532619707,-0.998829738344972,6.83675427707932e-07,3.43742593643642e-05,160,1
"ANXA1",8.90482362232411,0.846133356339056,6.87757400316421e-07,3.43742593643642e-05,161,1
"NDRG1",5.79855740459509,0.781963019946661,6.91572878988375e-07,3.43742593643642e-05,162,1
"TCF19",1.85282927232215,2.96184375991748,7.0276674606832e-07,3.43742593643642e-05,163,1
"EIF5A",7.04233606102774,0.691550650824608,7.05204252408093e-07,3.43742593643642e-05,164,1
"PHLDA1",4.99566239132015,2.3686415513021,7.06373263060217e-07,3.43742593643642e-05,165,1
"MGLL",6.05373915355898,1.01776286925322,7.09735663722775e-07,3.43742593643642e-05,166,1
"PPP1R13L",3.34926213078514,-1.95226802040931,7.10108014091734e-07,3.43742593643642e-05,167,1
"MAN1C1",2.44737632843454,-2.5120614052572,7.13939912374892e-07,3.43742593643642e-05,168,1
"PLAUR",5.2946101422202,2.2654674032815,7.14984594778776e-07,3.43742593643642e-05,169,1
"ENG",5.66961942859671,0.977702487226538,7.22859648268852e-07,3.45484390716731e-05,170,1
"TSC22D1",5.27169240175953,1.38400242508732,7.54789143759999e-07,3.58100349193455e-05,171,1
"CADM1",5.23153530061034,-1.12977588715245,7.58070893061837e-07,3.58100349193455e-05,172,1
"PLXNB2",5.62871445779815,-0.827180109931636,7.6332551226713e-07,3.58498253593666e-05,173,1
"TDP2",5.05275974959332,1.03172194015751,7.8149315415265e-07,3.64921372269556e-05,174,1
"TPX2",2.96101909484698,2.71095421833772,8.46203427398485e-07,3.92880162720725e-05,175,1
"ELK3",4.25271936582778,1.53116438908612,8.57364461482253e-07,3.95800355087688e-05,176,1
"TRAF5",3.52487173741859,-1.64223999980387,9.15108164525179e-07,4.20070838235428e-05,177,1
"H2AC6",4.2476583866571,1.42217055962909,9.24557162797829e-07,4.22023985827661e-05,178,1
"PRMT1",5.33968520256646,0.909458672061703,9.40919192457943e-07,4.26020544619065e-05,179,1
"S100A6",9.32772430525923,0.872123700893546,9.43799360386851e-07,4.26020544619065e-05,180,1
"STMN1",5.51843217682416,1.75297285963178,1.00462580427369e-06,4.48040715095874e-05,181,1
"DKK1",3.48299338021533,2.98835684172557,1.00689034562502e-06,4.48040715095874e-05,182,1
"YWHAQ",7.30702795408007,0.628343463003604,1.00912554907748e-06,4.48040715095874e-05,183,1
"C1R",7.04359334264942,-1.16462230554143,1.04566703842984e-06,4.61741559089263e-05,184,1
"DDX21",5.43340670432338,0.873030549933443,1.08223190546684e-06,4.75304553076654e-05,185,1
"COLEC12",2.31900895404806,2.50054785547872,1.10541677998098e-06,4.80294723934147e-05,186,1
"CDKN3",2.2498739728271,2.59423792513127,1.10541678000844e-06,4.80294723934147e-05,187,1
"SERPINH1",8.23129446511586,-0.767450938391833,1.11908990712035e-06,4.83258204261312e-05,188,1
"ARPC1B",5.84302085787208,0.82503079918548,1.12850992216651e-06,4.83258204261312e-05,189,1
"PYGL",4.72813401585861,-1.44121086088478,1.13008072381107e-06,4.83258204261312e-05,190,1
"TRA2B",5.97942355202131,0.827005223421863,1.25286216337999e-06,5.32958381018974e-05,191,1
"SYTL2",3.97144753603796,-1.52550551817069,1.27752830145482e-06,5.4062070048544e-05,192,1
"IGFBP2",7.12846034840427,-1.14269357135089,1.30490459127702e-06,5.49344549436568e-05,193,1
"ENO1",8.9773363418711,0.686236389938951,1.33013186332649e-06,5.57078422140605e-05,194,1
"HMGB1",6.95978485249024,0.672157314729108,1.35441855387351e-06,5.64341064113961e-05,195,1
"VAT1",7.35214476227009,-0.684861240169393,1.37068096336471e-06,5.68203205476441e-05,196,1
"PTGDS",7.31888501881246,-1.11204913948293,1.3859358384931e-06,5.69504960524718e-05,197,1
"RRM2",1.86296573948125,5.64523963879023,1.38783978072485e-06,5.69504960524718e-05,198,1
"DHCR24",6.78432760398126,1.53251728983306,1.42638832469687e-06,5.82382167746839e-05,199,1
"NT5E",6.07252597244622,2.21327280753579,1.55136410623594e-06,6.29470182295459e-05,200,1
"HPCAL1",3.90893005663337,1.71157417954607,1.56037271857338e-06,6.29470182295459e-05,201,1
"TBL1XR1",4.4729341134362,-1.22463935863366,1.56495971475302e-06,6.29470182295459e-05,202,1
"NPM1",8.48857645840052,0.556614991812685,1.60512672780293e-06,6.40303804734628e-05,203,1
"NET1",3.6281388033488,1.86375594375426,1.60765509127217e-06,6.40303804734628e-05,204,1
"FADS3",4.90546840927739,-1.26198946050428,1.61689783979248e-06,6.40843656015314e-05,205,1
"NBL1",5.70137464974044,0.81852073274711,1.67317933512701e-06,6.55529562082493e-05,206,1
"SDC4",4.97009084347712,1.01073343957243,1.69181008848826e-06,6.55529562082493e-05,207,1
"BRD2",6.04971849814726,0.758430838340428,1.69354596784425e-06,6.55529562082493e-05,208,1
"UCHL1",7.13369211553923,0.667965447962212,1.69597077199152e-06,6.55529562082493e-05,209,1
"GREM1",9.53868972088716,0.921420865899414,1.69684952221946e-06,6.55529562082493e-05,210,1
"LMOD1",3.47030916972169,-3.50627412812581,1.70235984737731e-06,6.55529562082493e-05,211,1
"CTSB",9.83871568679817,0.870074941519819,1.71532634229587e-06,6.57406911846885e-05,212,1
"MYLK",6.0085907064151,-2.93918707067047,1.76802785750214e-06,6.744237719345e-05,213,1
"CKS2",4.16987621109207,2.26356937156979,1.78457469982514e-06,6.7755464654576e-05,214,1
"VDAC1",6.46748588081797,0.596745066010119,1.80564478456994e-06,6.82365761610735e-05,215,1
"HEXA",7.06793686128588,-0.547664323285077,1.84097819609928e-06,6.88371082308122e-05,216,1
"CORIN",3.46628804460178,-2.22363198840562,1.84141356450445e-06,6.88371082308122e-05,217,1
"PALLD",7.35568112582247,-0.895977304771731,1.85026570943612e-06,6.88371082308122e-05,218,1
"SYNDIG1",3.61905456721823,1.60113323306272,1.85965027423008e-06,6.88371082308122e-05,219,1
"BNIP3L",5.87221143785929,-0.733037470995742,1.86389708440353e-06,6.88371082308122e-05,220,1
"SNRPB",5.23773581716587,0.94905523240299,2.085428752031e-06,7.66701747070219e-05,221,1
"STAT2",5.62455427402599,-1.12057337866109,2.12366749811459e-06,7.74680746374161e-05,222,1
"TALDO1",6.9117655178583,0.830315457725708,2.12620069466385e-06,7.74680746374161e-05,223,1
"CDC6",1.6249268399215,3.21784282752634,2.14989197467545e-06,7.79815727421339e-05,224,1
"STARD4",5.49324991674614,0.891469272829736,2.16602048465441e-06,7.82174063902983e-05,225,1
"F2R",4.62608056636016,-1.18761546919601,2.21507447554755e-06,7.96348677602824e-05,226,1
"FBLN2",7.61567687514891,-0.789841451815795,2.26021027128443e-06,8.08995967144758e-05,227,1
"TAGLN",9.87097777815404,-1.34593715700194,2.28237472533639e-06,8.13346256287638e-05,228,1
"VCL",7.10750820116364,-0.789443972144579,2.31960198893264e-06,8.20693504223102e-05,229,1
"SRGN",3.16668518218618,2.10775513619807,2.32319391964694e-06,8.20693504223102e-05,230,1
"SLC16A6",2.51159816302373,4.67925972459168,2.38951996800509e-06,8.38187842789061e-05,231,1
"SH2B3",4.23470900496536,1.37385288784402,2.3933486711023e-06,8.38187842789061e-05,232,1
"ASS1",6.71673136872588,-0.804599144296587,2.45558508486996e-06,8.53250783406373e-05,233,1
"IPO5",6.42050510350421,0.604425313023813,2.46728016577513e-06,8.53250783406373e-05,234,1
"MICAL2",5.67894515627851,1.07396008048203,2.46786380431382e-06,8.53250783406373e-05,235,1
"PMP22",6.31609293069682,-0.662872547243044,2.49833379739969e-06,8.60125512875952e-05,236,1
"PBK",1.40934260122689,4.59313710201749,2.52739079121259e-06,8.66457813443135e-05,237,1
"ARHGAP1",5.45977957433803,-1.0853345197,2.63998681150914e-06,9.01256001828226e-05,238,1
"TK1",1.52973458326554,4.62606926833567,2.67774593536994e-06,9.10321578446895e-05,239,1
"GSTM3",5.28325992085446,0.898138170129355,2.68939377639266e-06,9.10471851382931e-05,240,1
"DLC1",4.81487056415809,1.32470506331738,2.76954732653106e-06,9.33716681662441e-05,241,1
"CTSK",9.33951693467441,-1.22624605588439,2.83853096148376e-06,9.53019176117999e-05,242,1
"FSTL1",9.02097525125786,-0.570869333844506,2.90222765249009e-06,9.70395048414895e-05,243,1
"CENPF",1.88710506409311,3.07766097277707,2.96971006182004e-06,9.87253111073342e-05,244,1
"CAV1",8.44555487539248,0.769761926638479,2.97915647997675e-06,9.87253111073342e-05,245,1
"HSPB1",7.50968195142707,-0.897372132473173,2.98909865014206e-06,9.87253111073342e-05,246,1
"HMGN2",7.04684230508144,0.592307996437047,3.03413872468457e-06,9.98071948909397e-05,247,1
"PPP1R14A",3.84153184350674,-2.03381153490548,3.0608447621088e-06,0.000100279692306992,248,1
"MCM5",2.14458500486528,2.59929422572921,3.20676186964631e-06,0.000104638314019584,249,1
"NTM",4.06293479541567,1.85435814730635,3.28636088976682e-06,0.000106806728917422,250,1
"CRABP2",2.53159217641712,-2.42254368885975,3.30911441675792e-06,0.000107107108553607,251,1
"TMEM158",4.6370194282642,3.01953417341273,3.33484416868452e-06,0.000107107108553607,252,1
"VMP1",5.06311612482799,-0.939475157366388,3.34720542275239e-06,0.000107107108553607,253,1
"AP2S1",6.20296098327215,0.762231018415387,3.35844561223158e-06,0.000107107108553607,254,1
"ZWINT",2.29465669247463,2.3566386084224,3.36151540691319e-06,0.000107107108553607,255,1
"ACAT2",4.88526613167471,2.22764211558378,3.37947712310511e-06,0.000107258795411051,256,1
"SPON2",7.09044673415799,-0.675952868689304,3.39345406753355e-06,0.000107283324119494,257,1
"CAPN2",7.03215238679881,0.557915785842341,3.42249953902524e-06,0.000107579219725302,258,1
"PCLAF",1.4007933926063,5.35024021452315,3.44129647451783e-06,0.000107579219725302,259,1
"CCT2",6.08289831873221,0.676125479022889,3.44253503120965e-06,0.000107579219725302,260,1
"LACC1",3.78198443901089,1.56448319425431,3.59462356997146e-06,0.000111901595808499,261,1
"SELENOM",6.08848251490401,-0.65732493053408,3.64262894238299e-06,0.000112963206705579,262,1
"VEGFB",5.04544287324979,-0.932168418832992,3.73651646981692e-06,0.000115434206529515,263,1
"GRN",7.73322440016276,-0.504012916234052,3.75827359483744e-06,0.000115666564235054,264,1
"PHLDA2",4.70294798716453,2.11236012734107,3.84024128938518e-06,0.000117743247080206,265,1
"RAP1B",7.859744311721,-0.52326597187962,3.86379197987062e-06,0.000118019961791161,266,1
"GCLM",4.74520574141382,1.04908855176803,3.93118191838969e-06,0.000119628663246877,267,1
"ASAH1",6.84267697368439,-0.926312657793606,3.96991290550468e-06,0.000120356501332931,268,1
"HNMT",3.58405380849738,-1.62349243356308,4.08747327518009e-06,0.000123459926991964,269,1
"FABP5",4.41246665154126,1.45992688830762,4.24076214792751e-06,0.00012761552759967,270,1
"SH3BGRL3",7.5649831887467,1.11396331229142,4.26211735599409e-06,0.000127784883828236,271,1
"TPM3",6.53905621995543,0.658942216340106,4.31479093861338e-06,0.000128854661513549,272,1
"SEC31A",7.08271250395892,-0.4655228077208,4.32951662685526e-06,0.000128854661513549,273,1
"UPP1",3.96274241486769,1.37228874285613,4.57534410891322e-06,0.000135673981331825,274,1
"GNPDA1",4.61527892754974,-1.09873575606957,4.66346914353819e-06,0.00013743020879019,275,1
"CNN1",4.24709345428706,-2.9064992751493,4.66839847705752e-06,0.00013743020879019,276,1
"GDF15",6.28518612939628,0.879582085064184,4.69544593947728e-06,0.000137727430535209,277,1
"SEMA3D",2.03042792835949,-2.63553061285603,4.76628270994084e-06,0.000139302327403847,278,1
"CAVIN3",5.07513702702381,0.989024891711967,4.80438537440236e-06,0.000139912656512614,279,1
"PRDX2",5.55376971711659,0.786378950986421,4.82929421787551e-06,0.000140029983815161,280,1
"POSTN",10.8968195377588,-1.63673934878939,4.84288313256127e-06,0.000140029983815161,281,1
"BZW1",6.67131667128435,0.531944060270659,4.93330725661825e-06,0.000142138728581643,282,1
"TMSB4X",10.3303410442308,-0.64431668307275,4.96095170780233e-06,0.000142275773945411,283,1
"HMGA1",5.5922280272472,2.52807232408715,4.97308551390729e-06,0.000142275773945411,284,1
"PLPP1",5.80094048696173,-0.726726718503937,5.12150724454968e-06,0.000146007881971811,285,1
