"source","target","ligand.complex","receptor.complex","aggregate_rank","mean_rank","natmi.edge_specificity","natmi.rank","connectome.weight_sc","connectome.rank","logfc.logfc_comb","logfc.rank","sca.LRscore","sca.rank","cellphonedb.pvalue","cellphonedb.rank","cellchat.prob","cellchat.pval"
"Lymphatic","Muscle","LAMB2","ITGA7_ITGB1",0.0101743521703093,7148.6,0.0279285553414599,9073,0.967596776749991,4178,0.598500114198415,5389,0.86380296180716,8532,0,8571,0.00346072837798868,0
"Lymphatic","Muscle","LAMB2","RPSA",1,17384.3,0.016774815830749,14244,0.176643743630808,19858,-0.0331845453471077,23006,0.904717931825274,4029,0.803,25784.5,0.0134278072815224,0
"Lymphatic","Muscle","LAMC1","CD44",0.847905050283613,15918.3,0.0159543802030484,14789,0.277347160862413,16781,0.057287091728502,19957,0.884446768507487,6090,0.16,21974.5,0.00660449841522314,0
"Lymphatic","Muscle","LAMC1","ITGA7_ITGB1",0.00917335313842767,6663.4,0.0284505649511071,8887,1.02063278206071,3704,0.618083215215363,5118,0.876536027066515,7037,0,8571,0.00346072837798868,0
"Lymphatic","Muscle","LGALS1","ITGB1",0.379827999785258,11057.8,0.00759717903533483,22738,0.483609339684367,11374,0.277776161945643,12062,0.947809576759778,544,0,8571,0.0861988816039669,0
"Lymphatic","Muscle","LGALS3","MCAM",0.00765437415334121,3807,0.0468899565192873,5231,1.17907860182876,2586,1.01355793123171,2033,0.946677772995863,614,0,8571,0.0696389554477213,0
"Lymphatic","Muscle","MAML2","NOTCH3",0.00765437415334121,5012.4,0.0780945250934663,2635,1.12303106750037,2930,0.856562413635278,2903,0.868150991230541,8023,0,8571,0.0045997955614965,0
"Lymphatic","Muscle","MDK","NCL",0.143150122416487,11459.6,0.0150483863762561,15396,0.342642478629742,14945,0.204458459540757,14405,0.905172810065925,3981,0,8571,0.0103313056917561,0
"Lymphatic","Muscle","MDK","SDC2",0.193703612867521,11122.2,0.0180392064985663,13489,0.547485590575341,10043,0.484336922977819,7152,0.795421285706553,16356,0,8571,0.00115392977115385,0
"Lymphatic","Muscle","PDAP1","PDGFRB",0.00765437415334121,5347.8,0.0489201315182007,4965,0.952228064393985,4323,0.897201031948806,2634,0.882929998486144,6246,0,8571,0.00630453459954776,0
"Lymphatic","Muscle","PDGFA","PDGFRB",0.00765437415334121,5806.4,0.0520872845584114,4599,0.961998503322343,4233,0.814513070969261,3233,0.864976674873288,8396,0,8571,0.00630453459954776,0
"Lymphatic","Muscle","PROS1","AXL",0.110162630268019,9451.2,0.0380158984564743,6615,0.624029073698267,8589,0.500258701132006,6878,0.792957742875203,16603,0,8571,0.00115392977115385,0
"Lymphatic","Muscle","SPARC","FGFR1",1,27157.7,0.00177209542787324,30276,-0.154012344878953,28725,-0.333767908582202,28097,0.765630365960369,19174,1,29516.5,0.00115392977115385,0
"Lymphatic","Muscle","TGFB1","CAV1",0.0813327960094017,8612.6,0.0175844089842754,13750,0.5737745048804,9521,0.538951614741101,6202,0.894717119235348,5019,0,8571,0.0107413893342054,0
"Lymphatic","Muscle","TGFB1","ITGB1",0.199334156656045,9588.2,0.013675962662042,16450,0.543357825593128,10153,0.469462137307466,7439,0.891635368297316,5328,0,8571,0.0103313056917561,0
"Lymphatic","Muscle","TGFB1","LPP",0.0127710632856431,7183.8,0.0267076616722998,9495,0.801281758853945,6008,0.752538178726103,3729,0.867266308553825,8116,0,8571,0.00630453459954776,0
"Lymphatic","Muscle","TGFB1","SDC2",0.362689594008336,14626.6,0.0123856027203393,17475,0.322791426393088,15527,0.246932259557719,13018,0.772593189104838,18542,0,8571,0.00115392977115385,0
"Lymphatic","Muscle","TGFB1","VASN",0.253521629050625,10967.4,0.0379146813090688,6637,0.511705112786718,10777,0.345956755881843,10118,0.77051748464559,18734,0,8571,0.00115392977115385,0
"Lymphatic","Muscle","TIMP1","CD63",0.10930635618625,8395.2,0.0097968494423788,19981,0.643198844573134,8261,0.651428165551012,4739,0.950561083637155,424,0,8571,0.0906243699614645,0
"Lymphatic","Muscle","TIMP2","CD44",0.36523959192164,10555.8,0.0112036042068561,18568,0.416384769585246,12984,0.335337489146387,10414,0.924055171378842,2242,0,8571,0.0352259079058056,0
"Lymphatic","Muscle","TIMP2","ITGB1",0.0997869556913668,6286.6,0.0166621319520049,14324,0.93108086389329,4547,0.903674615606135,2586,0.934906117273095,1405,0,8571,0.0542217598070331,0
"Lymphatic","Muscle","TIMP3","CD44",0.10930635618625,6899.8,0.0149434891417198,15460,0.776087342392486,6307,0.771417354345409,3563,0.946881238131641,598,0,8571,0.0740137170124002,0
"Lymphatic","Muscle","TNFSF12","TNFRSF12A",1,20529,0.0132676163662956,16781,0.175694079982597,19884,-0.0492093651279177,23478,0.75012915099014,20556,0.157,21946,0.00115392977115385,0
"Lymphatic","Muscle","VIM","CD44",0.0808480097429721,10182.8,0.00736313866669679,23050,0.392946544561992,13550,0.575478398029277,5641,0.962451650827839,102,0,8571,0.139137971168264,0
"Lymphatic","Muscle","VWF","ITGB1",0.00765437415334121,3900.4,0.0542372149478628,4386,1.40244822703902,1481,0.930868909445988,2443,0.9197947759392,2621,0,8571,0.0162763670782097,0
"Lymphatic","Myeloid","ADAM10","CD44",0.00765437415334121,5129.8,0.0323515192972878,7785,0.988921426462593,3998,0.815991952753477,3224,0.925834621952218,2071,0,8571,0.0385767299194805,0
"Lymphatic","Myeloid","ADAM10","IL6R",0.0148214435429898,5118.2,0.104751180679066,1688,1.31075375589853,1893,0.761760163690016,3657,0.852585439632449,9782,0,8571,0.00412449215399251,0
"Lymphatic","Myeloid","ADAM10","NOTCH2",0.0716018605506963,7731.2,0.0435961720921373,5724,0.888753792393263,5032,0.557767136395382,5925,0.822144108280625,13404,0,8571,0.00412449215399251,0
